Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level,Total_Tasks,Completion_Percentage,Completed_Tasks,Pending_Tasks,Overdue_Tasks,Delay_Percentage,Average_Delay_Days,Employee_Workload,Estimated_Effort_Hours,Actual_Effort_Hours,Project_Progress
PROJ_0476,Manufacturing,17,971544.21,20,6.47,7,Waterfall,Mixed,1,4,1.43,Initiation,Moderate,0.52,0.73,2,4.98,High,New,5,Low,0.0,0.96,Moderate,Internal,0.34,5.3,1.0,Low,0.08,2,0.97,0.0,Junior PM,Managed,Low,Moderate,,Hybrid,High,High,Occasional,Formal,Formal,Fully Remote,Good,6,7,1.0,High,119,58,69,50,1,16.1,1,Medium,3200,3715,In Progress
PROJ_0477,Marketing,18,798158.8,22,6.58,7,Waterfall,Junior,3,4,1.75,Planning,Moderate,0.11,0.77,2,3.1,Critical,Familiar,3,High,0.0,0.96,Moderate,Government,0.54,6.16,0.7,Critical,0.34,1,0.75,0.0,Junior PM,Ad-hoc,Low,Excellent,,Time & Materials,High,Moderate,First-time,Basic,,Partially Colocated,Basic,10,2,1.1,High,72,56,40,32,5,6.06,2,Medium,3520,3733,In Progress
PROJ_0478,Manufacturing,7,578167.96,6,1.64,8,Agile,Senior,1,0,5.57,Planning,Moderate,0.53,0.69,2,2.07,Medium,Expert,3,Low,0.0,0.71,Weak,Internal,0.99,5.07,0.39,Medium,1.52,6,0.5,0.0,Senior PM,Defined,Low,Poor,,Time & Materials,Medium,Stable,Regular,Formal,Basic,Fully Colocated,Poor,11,1,1.0,High,49,93,45,4,7,17.67,11,Medium,960,1129,Completed
PROJ_0479,Construction,17,1263596.29,19,5.43,14,Hybrid,Senior,2,1,0.44,Initiation,Moderate,0.13,0.71,1,2.52,Medium,New,2,Poor,0.0,1.05,Moderate,External,0.23,9.62,0.36,High,1.65,7,0.78,0.0,Junior PM,Optimizing,Low,Good,,Time & Materials,High,Stable,Occasional,Advanced,Basic,Fully Remote,Good,4,6,1.0,High,68,91,61,7,2,30.83,6,Medium,3040,3977,Completed
PROJ_0480,Healthcare,7,907955.36,10,3.79,7,Scrum,Mixed,2,3,3.02,Monitoring,Stable,0.52,0.85,0,1.92,Critical,New,3,Poor,0.0,1.05,Strong,Mixed,0.23,1.05,0.72,Medium,0.28,3,0.74,0.0,Mid-level PM,Managed,Strict,Moderate,,Hybrid,Low,High,Strategic,,Formal,Fully Remote,Basic,7,3,1.0,Medium,49,27,13,36,1,10.56,7,Low,1600,1768,Not Started
PROJ_0481,Construction,37,2473844.29,29,6.33,18,Hybrid,Expert,2,2,2.16,Planning,Volatile,0.12,0.46,0,4.63,Low,Expert,4,High,0.0,0.84,Moderate,Government,0.64,7.76,0.53,Low,0.11,5,0.62,0.0,Mid-level PM,Managed,Medium,Poor,,Hybrid,High,Stable,Regular,Advanced,Basic,Hybrid,Poor,1,10,1.0,Medium,259,75,194,65,7,0.22,0,High,4640,4650,In Progress
PROJ_0482,Manufacturing,15,849429.5,17,6.83,12,Scrum,Expert,3,3,1.16,Planning,Volatile,0.26,0.51,2,3.33,Low,Familiar,5,Medium,0.0,1.03,Weak,External,0.06,9.69,0.41,Low,0.22,4,0.71,0.0,Senior PM,Managed,Medium,Moderate,,Fixed-Price,Low,Moderate,Occasional,Formal,Formal,Hybrid,Basic,5,5,1.0,Medium,75,77,57,18,7,26.74,12,High,2720,3447,In Progress
PROJ_0483,IT,12,922514.75,16,7.45,9,Agile,Junior,0,2,1.64,Monitoring,Moderate,0.43,0.41,2,4.06,High,Expert,4,Poor,0.14,0.64,Weak,Mixed,0.86,6.28,0.85,Medium,0.39,2,0.99,0.5,Certified PM,Managed,High,Limited,Legacy/Unstable,Hybrid,High,Moderate,Regular,Basic,Basic,Partially Colocated,Basic,8,7,1.0,High,48,42,20,28,4,38.91,6,Medium,2560,3556,In Progress
PROJ_0484,R&D,10,892954.19,14,4.91,12,Scrum,Senior,1,3,5.52,Initiation,Moderate,0.33,0.46,2,6.45,Medium,New,5,Excellent,0.0,1.27,Moderate,External,0.76,6.16,0.32,Critical,1.66,6,0.84,0.0,Senior PM,Defined,Low,Excellent,,Fixed-Price,Medium,Stable,First-time,Formal,Basic,Fully Colocated,Basic,2,3,1.0,Medium,50,45,22,28,7,24.27,8,High,2240,2783,In Progress
PROJ_0485,IT,14,1001735.22,16,6.6,10,Scrum,Senior,4,3,1.51,Execution,Moderate,0.1,0.77,0,4.71,Low,Familiar,3,Poor,0.03,0.67,Strong,External,0.8,5.53,0.52,Low,0.58,5,0.71,0.99,Senior PM,Defined,Strict,Limited,Modern/Stable,Cost-Plus,Medium,High,Regular,Formal,,Hybrid,Good,10,4,1.1,High,56,91,50,6,5,4.8,11,High,2560,2682,Completed
PROJ_0486,Construction,13,990154.58,15,4.15,7,Hybrid,Senior,3,1,1.05,Execution,Volatile,0.12,0.88,1,5.44,Critical,Expert,2,Low,0.0,0.61,Weak,External,0.77,7.17,0.86,High,3.07,4,0.68,0.0,Senior PM,Ad-hoc,High,Poor,,Time & Materials,High,Moderate,First-time,Basic,Advanced,Hybrid,Excellent,11,3,1.0,High,65,28,18,47,4,12.83,12,High,2400,2707,Not Started
PROJ_0487,Construction,42,2238953.29,34,9.6,19,Waterfall,Senior,3,5,1.01,Execution,Volatile,0.51,0.86,2,2.61,Critical,Expert,2,Excellent,0.0,1.13,Strong,External,0.62,5.51,0.56,Low,0.13,3,0.53,0.0,Senior PM,Managed,Low,Good,,Hybrid,High,Extreme,Regular,Basic,,Hybrid,Good,3,12,1.0,Critical,252,37,93,159,0,34.71,13,Medium,5440,7328,In Progress
PROJ_0488,R&D,22,1719862.75,23,8.26,12,Agile,Mixed,1,5,1.71,Closure,Moderate,0.2,0.7,0,5.3,Low,Familiar,2,Excellent,0.0,0.8,Moderate,Internal,0.2,8.45,0.77,Medium,0.5,2,0.74,0.0,Junior PM,Managed,Strict,Excellent,,Cost-Plus,Medium,High,Strategic,Basic,Formal,Hybrid,Basic,2,1,1.0,Low,154,49,75,79,5,9.3,13,Medium,3680,4022,In Progress
PROJ_0489,IT,13,958817.24,12,5.39,9,Agile,Mixed,0,4,0.45,Initiation,Volatile,0.69,0.74,2,2.59,Medium,New,3,Excellent,0.11,0.98,Moderate,Mixed,0.65,2.84,0.79,Low,1.54,0,0.73,0.39,Senior PM,Optimizing,High,Good,Modern/Stable,Fixed-Price,High,Moderate,Regular,Advanced,Advanced,Hybrid,Good,10,2,1.1,Low,52,93,48,4,6,24.31,14,Low,1920,2386,Completed
PROJ_0490,IT,10,863532.47,18,8.09,11,Agile,Mixed,1,6,0.8,Closure,Moderate,0.32,0.75,1,2.59,Low,Familiar,5,High,0.11,1.1,Strong,Internal,0.7,9.24,0.54,Critical,1.63,5,0.65,0.08,Senior PM,Defined,Low,Moderate,Legacy/Unstable,Cost-Plus,Medium,Moderate,Occasional,Basic,Basic,Partially Colocated,Poor,8,1,1.0,High,40,85,34,6,7,16.11,2,Medium,2880,3343,In Progress
PROJ_0491,IT,10,643197.19,18,6.62,7,Kanban,Senior,1,5,4.96,Execution,Moderate,0.35,0.67,2,4.3,Medium,Expert,1,Poor,0.0,1.22,Weak,External,0.89,9.93,0.34,Medium,1.61,4,0.67,0.54,Mid-level PM,Managed,Medium,Poor,Modern/Stable,Fixed-Price,High,Moderate,Occasional,Formal,Basic,Fully Remote,Good,4,1,1.0,Critical,70,24,16,54,0,8.31,14,Low,2880,3119,Not Started
PROJ_0492,Manufacturing,3,394029.0,6,3.46,9,Agile,Senior,0,1,2.96,Planning,Moderate,0.14,0.94,3,6.3,Critical,Familiar,5,High,0.31,0.83,Weak,Internal,0.28,9.09,0.41,Medium,1.41,2,0.94,0.0,Mid-level PM,Defined,Medium,Good,,Time & Materials,Low,Stable,First-time,Basic,Basic,Partially Colocated,Good,10,2,1.0,Medium,12,50,6,6,2,32.54,2,Medium,960,1272,In Progress
PROJ_0493,Marketing,23,1178775.27,23,8.85,10,Hybrid,Mixed,1,5,2.45,Execution,Volatile,0.47,0.75,4,9.73,High,New,3,Excellent,0.0,0.69,Moderate,Internal,0.38,4.43,0.55,Low,1.26,0,0.68,0.0,Mid-level PM,Managed,Medium,Moderate,,Time & Materials,Low,Extreme,Regular,,Basic,Partially Colocated,Excellent,3,7,1.0,High,92,48,44,48,1,29.71,7,High,3680,4773,In Progress
PROJ_0494,Construction,35,2235577.57,29,7.79,15,Hybrid,Senior,2,5,0.6,Execution,Moderate,0.1,0.56,1,2.55,Medium,Expert,1,Excellent,0.0,0.8,Moderate,Mixed,0.76,4.79,0.44,Low,0.53,7,0.82,0.0,Mid-level PM,Defined,Medium,Good,,Time & Materials,High,Moderate,Regular,,Basic,Hybrid,Poor,4,12,1.0,High,175,11,19,156,7,26.46,3,Low,4640,5867,Not Started
PROJ_0495,R&D,22,1732750.94,24,10.0,12,Scrum,Mixed,2,5,0.89,Initiation,Moderate,0.31,0.72,0,6.23,Medium,Familiar,4,Poor,0.04,0.79,Moderate,Internal,0.73,6.2,0.89,Critical,0.0,7,0.42,0.0,Senior PM,Defined,High,Moderate,,Cost-Plus,Medium,Extreme,Occasional,Formal,Formal,Hybrid,Basic,3,6,1.0,Critical,88,72,63,25,3,9.45,13,Low,3840,4202,In Progress
PROJ_0496,Construction,15,1162690.58,19,5.35,14,Hybrid,Senior,3,1,1.31,Closure,Moderate,0.28,0.7,0,9.59,High,Expert,1,High,0.0,1.02,Moderate,Internal,0.25,6.16,0.92,High,1.03,1,0.9,0.0,Mid-level PM,Defined,Low,Excellent,,Hybrid,Medium,Moderate,First-time,Basic,Basic,Hybrid,Basic,1,8,1.0,Low,90,38,34,56,0,3.91,7,Low,3040,3158,In Progress
PROJ_0497,Construction,18,1404894.44,15,4.38,14,Hybrid,Junior,0,4,1.0,Closure,Moderate,0.54,0.73,1,1.19,Low,New,1,Medium,0.0,1.2,Moderate,External,0.71,9.42,0.96,Critical,4.4,6,0.94,0.0,Mid-level PM,Ad-hoc,Medium,Limited,,Fixed-Price,High,Stable,Regular,Basic,,Fully Remote,Good,3,3,1.0,Critical,108,83,89,19,3,23.05,4,Medium,2400,2953,In Progress
PROJ_0498,IT,10,741079.29,12,5.57,10,Agile,Expert,3,3,1.13,Monitoring,Moderate,0.07,0.83,2,3.16,High,Expert,2,Low,0.14,0.9,Moderate,External,0.55,8.04,0.63,Low,0.73,1,0.87,0.45,Senior PM,Managed,Strict,Poor,Modern/Stable,Fixed-Price,Medium,Moderate,Occasional,Formal,,Partially Colocated,Basic,6,2,1.0,Medium,70,75,52,18,7,22.15,13,Low,1920,2345,In Progress
PROJ_0499,IT,11,1097776.73,18,8.66,11,Agile,Junior,2,6,1.15,Execution,Moderate,0.54,0.37,2,5.5,High,Familiar,4,Poor,0.17,0.68,Weak,Internal,0.28,3.98,0.79,High,2.98,6,0.9,0.08,Junior PM,Managed,Strict,Poor,Modern/Stable,Time & Materials,Low,High,Occasional,Basic,Basic,Fully Remote,Good,3,5,1.0,Critical,44,60,26,18,3,7.54,2,Medium,2880,3097,In Progress
PROJ_0500,IT,10,739700.93,17,7.25,6,Kanban,Senior,6,3,0.67,Monitoring,Moderate,0.09,0.87,0,1.2,Medium,Familiar,1,Low,0.06,1.0,Moderate,External,0.47,6.96,0.97,Critical,0.51,2,0.91,0.87,Senior PM,Optimizing,High,Poor,Modern/Stable,Cost-Plus,Medium,High,First-time,Formal,Formal,Fully Remote,Good,5,5,1.0,Medium,70,84,58,12,7,2.25,14,Low,2720,2781,In Progress
PROJ_0501,IT,7,661504.74,11,5.32,8,Kanban,Expert,2,3,0.46,Initiation,Moderate,0.24,0.27,2,6.6,Critical,Familiar,3,Low,0.17,1.23,Moderate,External,0.77,6.52,0.67,Critical,0.66,6,0.84,0.91,Certified PM,Optimizing,Strict,Moderate,Modern/Stable,Fixed-Price,Medium,Moderate,First-time,Formal,Advanced,Fully Colocated,Good,11,4,1.1,Medium,42,86,36,6,1,3.23,3,Medium,1760,1816,In Progress
PROJ_0502,Construction,22,1072393.65,18,6.0,14,Waterfall,Mixed,0,5,1.43,Planning,Moderate,0.26,0.95,2,3.72,Medium,Familiar,5,Poor,0.0,1.13,Strong,Internal,0.51,7.47,0.94,Critical,1.3,2,0.78,0.0,Mid-level PM,Managed,High,Moderate,,Fixed-Price,High,High,First-time,Basic,Formal,Fully Colocated,Excellent,4,3,1.0,Medium,88,19,16,72,2,39.71,13,Low,2880,4023,Not Started
PROJ_0503,R&D,28,2485260.62,28,10.0,21,Agile,Expert,7,5,0.97,Monitoring,Moderate,0.22,0.91,0,3.84,Low,New,2,Low,0.0,0.77,Moderate,Government,0.32,8.46,0.3,High,0.79,3,0.51,0.0,Senior PM,Ad-hoc,High,Moderate,,Time & Materials,Medium,High,Strategic,,Basic,Hybrid,Basic,9,10,1.0,High,112,23,25,87,1,31.34,3,High,4480,5884,Not Started
PROJ_0504,Marketing,7,664513.36,5,1.72,6,Agile,Mixed,1,1,2.47,Execution,Stable,0.42,0.66,4,0.83,Low,New,3,Low,0.0,1.23,Strong,Mixed,0.88,7.58,0.32,High,0.18,6,0.86,0.0,Mid-level PM,Defined,Medium,Poor,,Time & Materials,Low,Stable,Strategic,Basic,Advanced,Partially Colocated,Poor,1,1,1.0,Medium,49,91,44,5,5,36.88,7,High,800,1095,Completed
PROJ_0505,Manufacturing,7,269655.9,8,2.71,2,Waterfall,Senior,3,2,0.54,Initiation,Volatile,0.16,0.86,1,2.52,Medium,Familiar,5,Medium,0.0,0.91,Moderate,Internal,0.8,1.96,0.83,High,0.41,3,0.79,0.0,Senior PM,Managed,Low,Limited,,Fixed-Price,Low,Stable,Occasional,Formal,Formal,Fully Remote,Good,11,3,1.0,Medium,42,60,25,17,0,7.8,5,Low,1280,1379,In Progress
PROJ_0506,IT,13,1333959.68,24,10.0,10,Kanban,Mixed,2,4,0.7,Monitoring,Volatile,0.74,0.67,2,10.6,Medium,New,3,Medium,0.04,1.22,Strong,External,0.18,3.47,0.94,Low,0.62,4,0.62,0.19,Mid-level PM,Ad-hoc,Medium,Limited,Modern/Stable,Fixed-Price,Medium,Extreme,Occasional,,,Fully Colocated,Good,12,6,1.1,Critical,52,82,42,10,3,38.42,6,Medium,3840,5315,In Progress
PROJ_0507,Construction,45,3159953.95,35,7.57,26,Hybrid,Junior,0,5,0.86,Monitoring,Moderate,0.24,0.69,3,2.39,High,Expert,5,Excellent,0.0,0.96,Strong,External,0.74,6.53,0.88,Low,1.77,4,0.46,0.0,Mid-level PM,Ad-hoc,Low,Poor,,Time & Materials,Low,High,Strategic,Formal,,Fully Remote,Good,7,1,1.0,High,315,48,151,164,1,5.71,8,Medium,5600,5919,In Progress
PROJ_0508,R&D,20,1400475.12,26,10.0,10,Scrum,Mixed,0,6,0.31,Initiation,Stable,0.31,0.63,0,1.53,Medium,New,2,Low,0.0,0.72,Strong,Government,0.65,9.61,0.86,Low,0.24,2,0.52,0.0,Junior PM,Ad-hoc,High,Limited,,Time & Materials,Medium,Extreme,First-time,,,Fully Remote,Excellent,5,2,1.0,Critical,120,37,44,76,7,20.36,14,Medium,4160,5006,In Progress
PROJ_0509,R&D,19,1635688.62,23,9.42,17,Scrum,Senior,1,4,1.27,Execution,Moderate,0.26,0.79,2,1.37,Critical,New,3,High,0.02,0.82,Weak,External,0.12,1.45,0.83,High,1.4,5,0.84,0.0,Mid-level PM,Ad-hoc,Medium,Moderate,,Fixed-Price,High,High,Regular,,Basic,Partially Colocated,Basic,11,5,1.0,Critical,133,12,15,118,1,33.19,5,High,3680,4901,Not Started
PROJ_0510,IT,7,431548.01,11,4.29,5,Agile,Junior,2,4,1.95,Initiation,Stable,0.48,0.5,2,2.05,Medium,Expert,3,High,0.0,1.2,Strong,Internal,0.31,9.02,0.96,Low,0.51,6,0.76,0.56,Junior PM,Managed,Strict,Limited,Modern/Stable,Time & Materials,Low,Stable,First-time,Formal,,Partially Colocated,Good,5,4,1.0,Medium,35,93,32,3,1,13.99,2,High,1760,2006,Completed
PROJ_0511,Construction,19,1267534.98,18,5.75,14,Waterfall,Senior,5,1,0.33,Initiation,Stable,0.23,0.83,2,1.84,Low,Expert,5,Poor,0.0,1.19,Strong,Internal,0.87,1.42,0.8,Critical,0.92,6,0.86,0.0,Senior PM,Optimizing,Medium,Limited,,Cost-Plus,Low,Stable,First-time,Advanced,Advanced,Hybrid,Poor,6,2,1.0,Low,76,79,60,16,0,16.99,14,High,2880,3369,In Progress
PROJ_0512,IT,15,1538898.73,22,7.11,13,Kanban,Mixed,1,4,1.54,Execution,Moderate,0.37,0.77,1,3.38,High,New,1,Poor,0.0,0.71,Moderate,Government,0.17,2.39,0.84,Low,0.63,5,0.61,0.55,Mid-level PM,Managed,High,Limited,Legacy/Unstable,Time & Materials,Medium,Extreme,Strategic,Formal,Advanced,Fully Colocated,Poor,4,7,1.0,High,75,36,27,48,2,5.13,12,Medium,3520,3700,In Progress
PROJ_0513,IT,4,493107.14,6,3.54,4,Agile,Expert,4,3,0.58,Initiation,Moderate,0.12,0.68,2,2.76,Critical,Familiar,3,Low,0.32,1.25,Moderate,Government,0.29,4.2,0.67,Low,1.58,0,0.71,0.4,Certified PM,Optimizing,High,Poor,Mixed,Cost-Plus,High,Moderate,Strategic,,Advanced,Hybrid,Basic,5,2,1.0,Medium,24,11,2,22,6,4.92,2,Medium,960,1007,Not Started
PROJ_0514,IT,5,378770.8,9,5.13,8,Scrum,Senior,5,4,2.72,Closure,Moderate,0.64,0.77,4,4.33,Low,Expert,2,High,0.3,0.75,Strong,Mixed,0.94,1.48,0.39,Low,0.17,4,0.7,0.11,Senior PM,Defined,Medium,Moderate,Mixed,Time & Materials,High,High,First-time,Advanced,Basic,Hybrid,Poor,1,2,1.0,Medium,25,47,11,14,1,24.78,10,Medium,1440,1796,In Progress
PROJ_0515,R&D,25,2283153.24,25,10.0,21,Scrum,Senior,4,6,0.56,Planning,Volatile,0.41,0.61,3,4.11,Low,New,1,Low,0.0,1.07,Moderate,External,0.44,5.86,0.38,High,0.21,2,0.97,0.0,Mid-level PM,Defined,Low,Moderate,,Time & Materials,High,Extreme,Regular,Advanced,Basic,Fully Remote,Basic,7,3,1.0,High,125,12,15,110,0,27.02,2,Low,4000,5080,Not Started
PROJ_0516,IT,14,1134705.35,17,7.65,8,Scrum,Senior,4,5,1.04,Monitoring,Moderate,0.11,0.84,0,1.08,High,Familiar,5,Excellent,0.11,0.79,Moderate,External,0.96,1.18,0.44,Critical,1.92,1,0.86,0.91,Senior PM,Managed,Medium,Good,Mixed,Fixed-Price,Low,Moderate,Occasional,Basic,Formal,Partially Colocated,Basic,4,7,1.0,Medium,84,25,21,63,3,31.09,11,Low,2720,3565,Not Started
PROJ_0517,IT,12,1307453.75,21,8.05,15,Kanban,Senior,2,3,2.55,Planning,Moderate,0.37,0.86,1,1.91,Medium,Expert,4,Low,0.0,0.95,Moderate,Mixed,0.83,3.81,0.34,Critical,0.36,0,0.54,0.83,Certified PM,Ad-hoc,Strict,Poor,Mixed,Fixed-Price,Low,Extreme,Regular,,Basic,Hybrid,Good,5,4,1.0,Critical,84,49,41,43,7,22.27,9,Low,3360,4108,In Progress
PROJ_0518,R&D,13,1248043.75,17,7.79,15,Scrum,Senior,0,4,3.79,Planning,Stable,0.32,0.84,1,2.0,High,Familiar,2,Excellent,0.13,0.85,Weak,External,0.7,8.53,0.49,Low,1.44,1,0.85,0.0,Mid-level PM,Defined,High,Excellent,,Fixed-Price,Medium,High,Occasional,Basic,Basic,Fully Colocated,Basic,4,5,1.0,Medium,65,11,7,58,5,25.83,1,High,2720,3422,Not Started
PROJ_0519,R&D,18,1579876.33,25,10.0,17,Agile,Expert,3,6,2.07,Initiation,Volatile,0.14,0.84,2,2.21,Medium,Familiar,2,Low,0.0,1.13,Moderate,Internal,0.22,4.83,0.84,Critical,0.32,3,0.95,0.0,Certified PM,Managed,Strict,Poor,,Cost-Plus,High,High,First-time,Formal,Formal,Partially Colocated,Good,9,4,1.0,High,126,90,113,13,6,0.54,0,High,4000,4021,In Progress
PROJ_0520,Marketing,18,1519936.06,17,7.18,12,Scrum,Mixed,2,5,1.02,Execution,Moderate,0.41,0.78,2,9.64,Medium,Familiar,1,Low,0.05,1.22,Moderate,Government,0.18,7.84,0.43,Low,0.71,0,0.69,0.0,Mid-level PM,Defined,Medium,Moderate,,Time & Materials,Medium,High,Strategic,Formal,Formal,Fully Colocated,Excellent,10,7,1.1,High,90,50,45,45,4,6.49,10,Medium,2720,2896,In Progress
PROJ_0521,Marketing,14,957354.48,11,3.94,11,Hybrid,Mixed,1,3,2.11,Planning,Moderate,0.5,0.73,4,2.41,Critical,Familiar,2,Excellent,0.0,0.79,Moderate,Mixed,0.73,1.89,0.83,Medium,1.99,2,0.96,0.0,Mid-level PM,Ad-hoc,High,Moderate,,Fixed-Price,Medium,Extreme,Regular,Formal,,Fully Remote,Excellent,6,3,1.0,Medium,98,21,20,78,6,39.4,9,Low,1760,2453,Not Started
PROJ_0522,Construction,15,1117421.27,13,4.0,9,Hybrid,Mixed,0,3,0.77,Initiation,Stable,0.29,0.78,2,2.04,Low,New,5,Excellent,0.0,0.84,Moderate,External,0.42,1.33,0.85,Medium,0.65,2,0.82,0.0,Junior PM,Managed,Medium,Excellent,,Fixed-Price,Low,Moderate,First-time,Advanced,,Partially Colocated,Poor,10,5,1.0,Low,90,44,39,51,7,3.04,0,Medium,2080,2143,In Progress
PROJ_0523,IT,21,1543043.65,23,10.0,11,Scrum,Mixed,0,5,0.67,Closure,Stable,0.3,0.87,0,2.14,Critical,Familiar,4,Poor,0.08,0.99,Moderate,Internal,0.49,4.01,0.44,High,3.55,6,0.87,0.81,Junior PM,Optimizing,High,Limited,Modern/Stable,Time & Materials,Medium,High,Regular,Advanced,Advanced,Fully Remote,Basic,10,5,1.1,Medium,105,74,77,28,6,27.15,3,Low,3680,4679,In Progress
PROJ_0524,IT,5,585961.88,10,3.87,7,Agile,Senior,4,3,0.99,Monitoring,Moderate,0.23,0.8,1,2.27,Critical,Familiar,3,Medium,0.0,0.8,Weak,Mixed,0.07,6.29,0.7,Low,0.94,4,0.85,0.28,Mid-level PM,Managed,Strict,Moderate,Mixed,Fixed-Price,Medium,Moderate,Regular,Advanced,Basic,Partially Colocated,Excellent,12,2,1.1,Low,30,64,19,11,7,7.04,2,Low,1600,1712,In Progress
PROJ_0525,R&D,17,1420872.8,25,10.0,13,Scrum,Senior,2,5,0.49,Closure,Moderate,0.17,0.74,0,2.17,High,Familiar,5,Poor,0.0,1.08,Moderate,Internal,0.05,8.08,0.69,High,0.19,4,0.95,0.0,Mid-level PM,Defined,Low,Good,,Fixed-Price,High,High,First-time,Formal,Basic,Hybrid,Good,9,7,1.0,High,85,54,45,40,0,28.67,4,Medium,4000,5146,In Progress
PROJ_0526,Manufacturing,12,1296067.99,18,6.94,15,Kanban,Mixed,1,4,0.3,Initiation,Volatile,0.37,0.64,1,3.84,High,New,3,Low,0.0,0.73,Strong,External,0.66,4.95,0.91,High,1.3,4,0.8,0.0,Mid-level PM,Managed,High,Limited,,Fixed-Price,Medium,Moderate,Regular,Formal,Advanced,Hybrid,Basic,5,8,1.0,Medium,72,88,63,9,4,28.24,11,Medium,2880,3693,In Progress
PROJ_0527,IT,9,682920.86,9,4.81,7,Scrum,Mixed,4,3,0.68,Execution,Moderate,0.27,0.54,1,2.3,Critical,Familiar,2,Poor,0.25,1.1,Strong,External,0.22,9.53,0.77,Low,1.38,6,0.92,0.37,Mid-level PM,Optimizing,Medium,Moderate,Legacy/Unstable,Time & Materials,Medium,Moderate,Occasional,Advanced,Advanced,Fully Colocated,Good,5,2,1.0,Medium,54,99,53,1,1,9.37,8,Low,1440,1574,Completed
PROJ_0528,Healthcare,3,366345.48,4,2.36,6,Scrum,Junior,2,0,1.69,Closure,Volatile,0.22,0.72,0,1.04,Critical,New,2,Poor,0.32,1.29,Weak,External,0.66,7.44,0.42,Critical,2.4,6,0.79,0.0,Mid-level PM,Defined,Medium,Limited,,Hybrid,Low,Moderate,Regular,Formal,Basic,Partially Colocated,Poor,4,1,1.0,Critical,15,94,14,1,1,10.79,11,Low,640,709,Completed
PROJ_0529,Construction,23,1221040.33,20,5.96,12,Waterfall,Senior,3,2,0.66,Planning,Moderate,0.14,0.81,1,2.26,Low,Familiar,5,High,0.0,0.87,Moderate,Mixed,0.11,8.94,0.73,High,1.66,3,0.83,0.0,Mid-level PM,Managed,High,Moderate,,Time & Materials,High,Stable,Occasional,Basic,Formal,Fully Remote,Excellent,1,6,1.0,Medium,115,71,81,34,6,26.19,12,High,3200,4038,In Progress
PROJ_0530,Healthcare,10,711987.1,10,3.2,9,Waterfall,Junior,1,2,2.84,Initiation,Stable,0.84,0.53,1,5.3,High,New,1,Low,0.0,1.09,Moderate,External,0.88,3.67,0.51,Medium,2.16,2,0.66,0.0,Mid-level PM,Defined,Medium,Poor,,Hybrid,Low,Moderate,Regular,Formal,Formal,Fully Remote,Basic,9,4,1.0,High,50,58,29,21,0,15.6,7,Medium,1600,1849,In Progress
PROJ_0531,IT,11,802438.17,22,10.0,11,Scrum,Senior,1,6,1.01,Execution,Volatile,0.28,0.97,3,3.44,Medium,New,3,Low,0.12,1.04,Moderate,Internal,0.55,8.87,0.54,Low,2.58,1,0.79,0.41,Senior PM,Optimizing,Medium,Excellent,Mixed,Cost-Plus,High,Extreme,First-time,Formal,Advanced,Hybrid,Basic,11,1,1.1,High,44,34,14,30,4,7.78,11,Medium,3520,3793,In Progress
PROJ_0532,R&D,14,1129524.98,15,5.19,12,Agile,Junior,0,2,0.87,Planning,Stable,0.63,0.9,1,2.55,Medium,New,3,Poor,0.0,0.82,Moderate,Government,0.67,5.49,0.88,Critical,0.19,5,0.54,0.0,Mid-level PM,Managed,Medium,Good,,Hybrid,Medium,Stable,Regular,Formal,Basic,Fully Remote,Poor,10,3,1.0,High,98,32,31,67,1,29.27,8,Medium,2400,3102,In Progress
PROJ_0533,R&D,21,1822322.09,25,10.0,17,Scrum,Mixed,2,6,3.95,Initiation,Moderate,0.43,0.36,4,5.6,High,New,4,Low,0.0,0.84,Moderate,Mixed,0.2,9.57,0.93,Medium,1.49,3,0.94,0.0,Senior PM,Managed,High,Limited,,Time & Materials,High,Extreme,Regular,Formal,Basic,Hybrid,Basic,10,1,1.0,Critical,84,33,27,57,3,6.17,12,Medium,4000,4246,In Progress
